code,descr,lang_code,is_active,cr_by,cr_dtimes
RPR_DUP_UIN_EMAIL,نموذج لبريد إلكتروني UIN مكرر,ara,TRUE,superadmin,now()
RPR_DUP_UIN_SMS,نموذج لـ UIN SMS مكرر,ara,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL,نموذج البريد الإلكتروني للمشكلة الفنية,ara,TRUE,superadmin,now()
RPR_TEC_ISSUE_SMS,نموذج الرسائل القصيرة الفنية,ara,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL,نموذج للبريد الإلكتروني لتوليد UIN,ara,TRUE,superadmin,now()
RPR_UIN_GEN_SMS,نموذج SMS لتوليد UIN,ara,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL,نموذج لتفاصيل التحديث البريد الإلكتروني,ara,TRUE,superadmin,now()
RPR_UIN_UPD_SMS,نموذج لتحديث التفاصيل SMS,ara,TRUE,superadmin,now()
NewReg-email-content-template,Template for new registration Email Content,eng,TRUE,superadmin,now()
NewReg-email-subject-template,Template for new registration Email Subject,eng,TRUE,superadmin,now()
NewReg-sms-template,Template for new registration SMS,eng,TRUE,superadmin,now()
OTP-email-content-template,Template for OTP generation Email Content,eng,TRUE,superadmin,now()
OTP-email-subject-template,Template for OTP generation Email Subject,eng,TRUE,superadmin,now()
OTP-sms-template,Template for OTP SMS,eng,TRUE,superadmin,now()
Update-email-content-template,Template for update registration Email Content,eng,TRUE,superadmin,now()
Update-email-subject-template,Template for update registration Email Subject,eng,TRUE,superadmin,now()
Update-sms-template,Template for update registration SMS,eng,TRUE,superadmin,now()
NewReg-email-content-template,Modèle pour nouvelle inscription Email Content,fra,TRUE,superadmin,now()
NewReg-email-subject-template,Modèle pour nouvelle inscription Objet de le-mail,fra,TRUE,superadmin,now()
NewReg-sms-template,Modèle de nouvelle inscription SMS,fra,TRUE,superadmin,now()
OTP-email-content-template,Modèle de contenu de courrier électronique de génération dOTP,fra,TRUE,superadmin,now()
OTP-email-subject-template,Modèle pour le sujet de-mail de génération dOTP,fra,TRUE,superadmin,now()
OTP-sms-template,Modèle pour SMS OTP,fra,TRUE,superadmin,now()
Update-email-content-template,Modèle pour lenregistrement de la mise à jour,fra,TRUE,superadmin,now()
Update-email-subject-template,Modèle denregistrement de mise à jour Objet de le-mail,fra,TRUE,superadmin,now()
Update-sms-template,Modèle pour SMS denregistrement de mise à jour,fra,TRUE,superadmin,now()
NewReg-email-content-template,نموذج لمحتوى البريد الإلكتروني للتسجيل الجديد,ara,TRUE,superadmin,now()
NewReg-email-subject-template,نموذج للتسجيل الجديد عنوان البريد الإلكتروني,ara,TRUE,superadmin,now()
NewReg-sms-template,نموذج SMS للتسجيل الجديد,ara,TRUE,superadmin,now()
OTP-email-content-template,نموذج لمحتوى البريد الإلكتروني الخاص بإنشاء OTP,ara,TRUE,superadmin,now()
OTP-email-subject-template,نموذج لتوليد OTP موضوع البريد الإلكتروني,ara,TRUE,superadmin,now()
OTP-sms-template,نموذج لـ OTP SMS,ara,TRUE,superadmin,now()
Update-email-content-template,نموذج لتحديث محتوى البريد الإلكتروني للتسجيل,ara,TRUE,superadmin,now()
Update-email-subject-template,نموذج لتحديث موضوع البريد الإلكتروني للتسجيل,ara,TRUE,superadmin,now()
Update-sms-template,نموذج لتحديث تسجيل SMS,ara,TRUE,superadmin,now()
Email-Acknowledgement,Template for Email Acknowledgement,eng,TRUE,superadmin,now()
Onscreen-Acknowledgement,Template for Onscreen Acknowledgment,eng,TRUE,superadmin,now()
otp-email-content-template,Template for OTP Email Content,eng,TRUE,superadmin,now()
otp-email-subject-template,Template for OTP Email Subject,eng,TRUE,superadmin,now()
otp-sms-template,Template for OTP SMS,eng,TRUE,superadmin,now()
SMS-Acknowledgement,Template for SMS Acknowledgement,eng,TRUE,superadmin,now()
Email-Acknowledgement,Template for email confirmation,fra,TRUE,superadmin,now()
Onscreen-Acknowledgement,On-screen recognition template,fra,TRUE,superadmin,now()
otp-email-content-template,OTP Email Content Template,fra,TRUE,superadmin,now()
otp-email-subject-template,Template for OTP email subject,fra,TRUE,superadmin,now()
otp-sms-template,Template for OTP SMS,fra,TRUE,superadmin,now()
SMS-Acknowledgement,Template for SMS Acknowledgment,fra,TRUE,superadmin,now()
Email-Acknowledgement,نموذج للإقرار بالبريد الإلكتروني,ara,TRUE,superadmin,now()
Onscreen-Acknowledgement,نموذج للإقرار الظاهر على الشاشة,ara,TRUE,superadmin,now()
otp-email-content-template,نموذج لمحتوى البريد الإلكتروني OTP,ara,TRUE,superadmin,now()
otp-email-subject-template,نموذج لموضوع البريد الإلكتروني لمرة واحدة,ara,TRUE,superadmin,now()
otp-sms-template,نموذج لـ OTP SMS,ara,TRUE,superadmin,now()
SMS-Acknowledgement,نموذج لإقرار SMS,ara,TRUE,superadmin,now()
Acknowledgement-email-subject,Template for email subject of Acknowledgement,eng,TRUE,superadmin,now()
Acknowledgement-email-subject,Modèle pour le sujet d'email d'accusé de réception,fra,TRUE,superadmin,now()
Acknowledgement-email-subject,نموذج للبريد الإلكتروني موضوع الإقرار,ara,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,UIN card template,eng,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,Modèle de carte UIN,fra,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,قالب بطاقة UIN,ara,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,Template for UIN Deactivation SMS,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,Modèle pour courrier électronique de problème technique,fra,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,نموذج SMS لتعطيل UIN,ara,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,Template for UIN Deactivation Email,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,Modèle pour courrier électronique de problème technique,fra,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,نموذج للبريد الإلكتروني لإلغاء تنشيط UIN,ara,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,Template for UIN Reactivate SMS,eng,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,Modèle pour courrier électronique de problème technique,fra,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,نموذج لـ UIN إعادة تنشيط SMS,ara,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,Template for UIN Reactivate Email,eng,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,Modèle pour courrier électronique de problème technique,fra,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,نموذج UIN إعادة تنشيط البريد الإلكتروني,ara,TRUE,superadmin,now()
reg-sms-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
reg-sms-notification,Modèle de confirmation dinscription,fra,TRUE,superadmin,now()
reg-sms-notification,قالب رسالة شكر وتقدير,ara,TRUE,superadmin,now()
reg-email-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
reg-email-notification,Modèle de confirmation d inscription,fra,TRUE,superadmin,now()
reg-email-notification,نموذج إقرار التسجيل,ara,TRUE,superadmin,now()
auth-otp-sms-template,auth otp service for sending otp,eng,TRUE,superadmin,now()
auth-otp-sms-template,auth otp service for sending otp,fra,TRUE,superadmin,now()
auth-otp-sms-template,خدمة auth otp لإرسال otp,ara,TRUE,superadmin,now()
auth-otp-email-subject-template,auth otp email service subject,eng,TRUE,superadmin,now()
auth-otp-email-subject-template,auth otp email service subject,fra,TRUE,superadmin,now()
auth-otp-email-subject-template,المصادقة موضوع خدمة البريد الإلكتروني,ara,TRUE,superadmin,now()
auth-otp-email-content-template,auth otp email service subject,eng,TRUE,superadmin,now()
auth-otp-email-content-template,auth otp email service subject,fra,TRUE,superadmin,now()
auth-otp-email-content-template,المصادقة موضوع خدمة البريد الإلكتروني,ara,TRUE,superadmin,now()
ida-auth-otp-email-content-template,Template for Email Content,eng,TRUE,superadmin,now()
ida-auth-otp-email-content-template,Modèle de contenu de courrier électronique,fra,TRUE,superadmin,now()
ida-auth-otp-email-content-template,نموذج لمحتوى البريد الإلكتروني,ara,TRUE,superadmin,now()
ida-auth-otp-email-subject-template,Template for Email Subject,eng,TRUE,superadmin,now()
ida-auth-otp-email-subject-template,Modèle pour sujet demail,fra,TRUE,superadmin,now()
ida-auth-otp-email-subject-template,نموذج لموضوع البريد الإلكتروني,ara,TRUE,superadmin,now()
ida-auth-otp-sms-template,Template for OTP in SMS,eng,TRUE,superadmin,now()
ida-auth-otp-sms-template,Modèle pour OTP dans SMS,fra,TRUE,superadmin,now()
ida-auth-otp-sms-template,نموذج لـ OTP في الرسائل القصيرة,ara,TRUE,superadmin,now()
consent,Consent,eng,TRUE,superadmin,now()
consent,Consentement,fra,TRUE,superadmin,now()
consent,موافقة,ara,TRUE,superadmin,now()
updateUIN-email-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
updateUIN-email-notification,Modèle de confirmation d'inscription,fra,TRUE,superadmin,now()
updateUIN-email-notification,قالب البريد الإلكتروني للإقرار,ara,TRUE,superadmin,now()
updateUIN-sms-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
updateUIN-sms-notification,Modèle de confirmation d'inscription,fra,TRUE,superadmin,now()
updateUIN-sms-notification,قالب رسالة شكر وتقدير,ara,TRUE,superadmin,now()
lostUIN-email-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
lostUIN-email-notification,Modèle de confirmation d'inscription,fra,TRUE,superadmin,now()
lostUIN-email-notification,نموذج إقرار التسجيل,ara,TRUE,superadmin,now()
lostUIN-sms-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
lostUIN-sms-notification,Modèle de confirmation d'inscription,fra,TRUE,superadmin,now()
lostUIN-sms-notification,نموذج إقرار التسجيل,ara,TRUE,superadmin,now()
cancel-appointment,Template for Cancel Appointment,eng,TRUE,superadmin,now()
cancel-appointment,Modèle pour annuler un rendez-vous,fra,TRUE,superadmin,now()
cancel-appointment,نموذج لإلغاء الموعد,ara,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,Lost UIN Notification SMS,eng,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,SMS de notification UIN perdu,fra,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,رسائل إعلام UIN المفقودة,ara,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,Lost UIN Notification Email,eng,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,Email de notification UIN perdu,fra,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,البريد الإلكتروني لإشعار UIN المفقود,ara,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL,Registration Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL,Registration Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL,البريد الإلكتروني لنجاح التحقق من صحة حزمة التسجيل,ara,TRUE,superadmin,now()
RPR_RPV_SUC_SMS,Registration Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_RPV_SUC_SMS,Registration Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_RPV_SUC_SMS,SMS نجاح التحقق من صحة حزمة التسجيل,ara,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL,Update Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL,Update Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL,تحديث حزمة البريد الإلكتروني لنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_UPV_SUC_SMS,Update Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_UPV_SUC_SMS,Update Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_UPV_SUC_SMS,تحديث حزمة التحقق من صحة الرسائل القصيرة بنجاح,ara,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL,Lost Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL,Lost Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL,البريد الإلكتروني لنجاح التحقق من صحة الحزمة المفقودة,ara,TRUE,superadmin,now()
RPR_LPV_SUC_SMS,Lost Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_LPV_SUC_SMS,Lost Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_LPV_SUC_SMS,SMS نجاح التحقق من صحة الحزمة المفقودة,ara,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL,Resident Update Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL,Resident Update Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL,البريد الإلكتروني لنجاح التحقق من صحة حزمة تحديث المقيم,ara,TRUE,superadmin,now()
RPR_RUPV_SUC_SMS,Resident Update Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_RUPV_SUC_SMS,Resident Update Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_RUPV_SUC_SMS,SMS نجاح التحقق من حزمة تحديث المقيم,ara,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL,Re-print Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL,Re-print Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL,أعد طباعة رسالة البريد الإلكتروني الخاصة بنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_PPV_SUC_SMS,Re-print Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_PPV_SUC_SMS,Re-print Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_PPV_SUC_SMS,أعد طباعة SMS نجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL,Activate Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL,Activate Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL,تنشيط البريد الإلكتروني لنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_APV_SUC_SMS,Activate Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_APV_SUC_SMS,Activate Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_APV_SUC_SMS,تنشيط SMS نجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL,De-activate Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL,De-activate Packet Validation Success Email,fra,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL,إلغاء تنشيط البريد الإلكتروني لنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_DPV_SUC_SMS,De-activate Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_DPV_SUC_SMS,De-activate Packet Validation Success SMS,fra,TRUE,superadmin,now()
RPR_DPV_SUC_SMS,قم بإلغاء تنشيط خدمة SMS الخاصة بنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL_SUB,Registration Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL_SUB,Registration Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL_SUB,التحقق من صحة حزمة التسجيل فرعي البريد الإلكتروني,ara,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL_SUB,Update Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL_SUB,Update Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL_SUB,تحديث حزمة التحقق من صحة البريد الإلكتروني الفرعي,ara,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL_SUB,Lost Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL_SUB,Lost Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL_SUB,الحزمة المفقودة للتحقق من صحة الحزمة الفرعية,ara,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL_SUB,Re-print Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL_SUB,Re-print Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL_SUB,إعادة طباعة حزمة البريد الإلكتروني لنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL_SUB,Resident Update Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL_SUB,Resident Update Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL_SUB,تحديث حزمة المقيم للتحقق من صحة حزمة البريد الإلكتروني الفرعي,ara,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL_SUB,Activate Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL_SUB,Activate Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL_SUB,تنشيط حزمة البريد الإلكتروني لنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL_SUB,De-activate Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL_SUB,De-activate Packet Validation Success Email Sub,fra,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL_SUB,إلغاء تنشيط حزمة البريد الإلكتروني لنجاح التحقق من صحة الحزمة,ara,TRUE,superadmin,now()
reg-ack-template-part,Acknowledgement generated after registration,eng,TRUE,superadmin,now()
reg-ack-template-part,Acknowledgement generated after registration,fra,TRUE,superadmin,now()
reg-ack-template-part,تم إنشاء الإقرار بعد التسجيل,ara,TRUE,superadmin,now()
reg-preview-template-part,Preview generated after registration,eng,TRUE,superadmin,now()
reg-preview-template-part,Preview generated after registration,fra,TRUE,superadmin,now()
reg-preview-template-part,تم إنشاء المعاينة بعد التسجيل,ara,TRUE,superadmin,now()
reg-dashboard-template,Dashboard of Registration Client,eng,TRUE,superadmin,now()
reg-dashboard-template,Dashboard of Registration Client,fra,TRUE,superadmin,now()
reg-dashboard-template,لوحة تحكم عميل التسجيل,ara,TRUE,superadmin,now()
partner-reg-sub-template,partner registration notify subject template,eng,TRUE,superadmin,now()
partner-status-sub-template,partner status notify subject template,eng,TRUE,superadmin,now()
partner-apikey-status-sub-template,partner apikey status notify subject template,eng,TRUE,superadmin,now()
partner-reg-content-template,partner registration notify content template,eng,TRUE,superadmin,now()
partner-status-content-template,partner status notify content template,eng,TRUE,superadmin,now()
apikey-status-content-template,partner apikey status notify content template,eng,TRUE,superadmin,now()
partner-reg-sub-template,تسجيل شريك إخطار قالب الموضوع,ara,TRUE,superadmin,now()
partner-status-sub-template,حالة الشريك إخطار قالب الموضوع,ara,TRUE,superadmin,now()
partner-apikey-status-sub-template,حالة الشريك apikey إخطار قالب الموضوع,ara,TRUE,superadmin,now()
partner-reg-content-template,تسجيل شريك إخطار قالب المحتوى,ara,TRUE,superadmin,now()
partner-status-content-template,حالة الشريك إخطار قالب المحتوى,ara,TRUE,superadmin,now()
apikey-status-content-template,حالة الشريك apikey إخطار قالب المحتوى,ara,TRUE,superadmin,now()
Registration Consent,Consent in Registration Client,eng,TRUE,superadmin,now()
Registration Consent,Consent in Registration Client,fra,TRUE,superadmin,now()
Registration Consent,الموافقة في تسجيل العميل,ara,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL,Email template requesting for additional info,eng,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL,Modèle d'e-mail demandant des informations supplémentaires,fra,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL,طلب قالب البريد الإلكتروني للحصول على معلومات إضافية,ara,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_SMS,Email template requesting for additional info,eng,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_SMS,Modèle de SMS demandant des informations supplémentaires,fra,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_SMS,طلب قالب البريد الإلكتروني للحصول على معلومات إضافية,ara,TRUE,superadmin,now()
RPR_DUP_UIN_EMAIL_SUB,Registration Failed because you have already Registered,eng,TRUE,superadmin,now()
RPR_DUP_UIN_EMAIL_SUB,L'inscription a échoué car vous êtes déjà inscrit,fra,TRUE,superadmin,now()
RPR_DUP_UIN_EMAIL_SUB,فشل التسجيل لأنك قمت بالتسجيل بالفعل,ara,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL_SUB,Re-Register because there was a Technical Issue,eng,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL_SUB,Réinscrivez-vous car il y a eu un problème technique,fra,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL_SUB,أعد التسجيل بسبب وجود مشكلة فنية,ara,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL_SUB,Uin is activated successfully,eng,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL_SUB,Uin est activé avec succès,fra,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL_SUB,تم تفعيل Uin بنجاح,ara,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL_SUB,Uin is deactivated,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL_SUB,Uin est désactivé,fra,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL_SUB,تم إلغاء تنشيط Uin,ara,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL_SUB,UIN Generated,eng,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL_SUB,UIN généré,fra,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL_SUB,تم إنشاء UIN,ara,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL_SUB,UIN Details Updated,eng,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL_SUB,Détails UIN mis à jour,fra,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL_SUB,تم تحديث تفاصيل UIN,ara,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL_SUB,Requesting the additional details for progressing on the application of UIN,eng,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL_SUB,Demander des détails supplémentaires pour progresser sur l'application de l'UIN,fra,TRUE,superadmin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL_SUB,طلب تفاصيل إضافية للتقدم في تطبيق UIN,ara,TRUE,superadmin,now()
cancel-appointment-email-subject,Template for email subject of cancel Appointment,eng,TRUE,superadmin,now()
cancel-appointment-email-subject,Modèle d'objet d'e-mail d'annulation de rendez-vous,fra,TRUE,superadmin,now()
cancel-appointment-email-subject,نموذج البريد الإلكتروني موضوع إلغاء الموعد,ara,TRUE,superadmin,now()
auth-email-content,ದೃಢೀಕರಣ ವಿಷಯಕ್ಕಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
auth-email-subject,ದೃಢೀಕರಣ ವಿಷಯಕ್ಕಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
auth-sms,ದೃಢೀಕರಣ SMS ಗಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
RPR_DUP_UIN_EMAIL,ನಕಲಿ UIN ಇಮೇಲ್‌ಗಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
RPR_DUP_UIN_SMS,ನಕಲಿ UIN SMS ಗಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL,ತಾಂತ್ರಿಕ ಸಮಸ್ಯೆ ಇಮೇಲ್‌ಗಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
RPR_TEC_ISSUE_SMS,ತಾಂತ್ರಿಕ ಸಮಸ್ಯೆಗೆ ಟೆಂಪ್ಲೇಟ್ SMS,kan,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL,UIN ಪೀಳಿಗೆಯ ಇಮೇಲ್‌ಗಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
RPR_UIN_GEN_SMS,UIN ಪೀಳಿಗೆಯ SMS ಗಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL,ನವೀಕರಣ ವಿವರಗಳಿಗಾಗಿ ಟೆಂಪ್ಲೇಟ್ ಇಮೇಲ್,kan,TRUE,superadmin,now()
RPR_UIN_UPD_SMS,ನವೀಕರಣ ವಿವರಗಳಿಗಾಗಿ ಟೆಂಪ್ಲೇಟ್ SMS,kan,TRUE,superadmin,now()
NewReg-email-content-template,ಹೊಸ ನೋಂದಣಿ ಇಮೇಲ್ ವಿಷಯಕ್ಕಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
NewReg-email-subject-template,ಹೊಸ ನೋಂದಣಿ ಇಮೇಲ್ ವಿಷಯಕ್ಕಾಗಿ ಟೆಂಪ್ಲೇಟ್,kan,TRUE,superadmin,now()
NewReg-sms-template,ಹೊಸ ನೋಂದಣಿಗಾಗಿ ಟೆಂಪ್ಲೇಟ್ SMS,kan,TRUE,superadmin,now()
